definition.id,asset.display_ipv4_address,asset.id,asset.name,asset.operating_system,asset.tags,definition.cve,definition.cvss2.base_score,definition.cvss2.base_vector,definition.cvss2.temporal_score,definition.cvss2.temporal_vector,definition.cvss3.base_score,definition.cvss3.base_vector,definition.cvss3.temporal_score,definition.cvss3.temporal_vector,definition.description,definition.exploitability_ease,definition.exploited_by_malware,definition.exploited_by_nessus,definition.family,definition.in_the_news,definition.name,definition.patch_published,definition.plugin_version,definition.see_also,definition.solution,definition.unsupported_by_vendor,definition.vpr.drivers_cvss3_impact_score,definition.vpr.drivers_exploit_code_maturity,definition.vpr.drivers_threat_intensity,definition.vpr.drivers_threat_recency_high,definition.vpr.drivers_threat_recency_low,definition.vpr.drivers_threat_sources,definition.vpr.score,definition.vulnerability_published,first_observed,id,last_seen,output,risk_modified,severity,state,new_definition_id
167080,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdbpc088fpp006,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]","CVE-2022-25308, CVE-2022-25309, CVE-2022-25310",7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,5.6,E:POC/RL:OF/RC:C,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.0,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the RHSA-2022:7514 advisory.

  - fribidi: Stack based buffer overflow (CVE-2022-25308)

  - fribidi: Heap-buffer-overflow in fribidi_cap_rtl_to_unicode (CVE-2022-25309)

  - fribidi: SEGV in fribidi_remove_bidi_marks (CVE-2022-25310)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : fribidi (RHSA-2022:7514),2022-11-08 00:00:00+00:00,1.6,"https://access.redhat.com/security/cve/CVE-2022-25308, https://access.redhat.com/security/cve/CVE-2022-25309, https://access.redhat.com/security/cve/CVE-2022-25310, https://access.redhat.com/errata/RHSA-2022:7514, https://bugzilla.redhat.com/2047890, https://bugzilla.redhat.com/2047896, https://bugzilla.redhat.com/2047923",Update the affected fribidi and / or fribidi-devel packages.,False,5.9,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,6.7,2022-04-01 00:00:00+00:00,2023-11-14T03:50:26.424Z,121a5e02-e469-4352-ab09-686d30993938,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,167080
176146,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdbpc088fpp0880,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]","CVE-2022-1705, CVE-2022-1962, CVE-2022-27664, CVE-2022-28131, CVE-2022-30629, CVE-2022-30630, CVE-2022-30631, CVE-2022-30632, CVE-2022-30633, CVE-2022-30635, CVE-2022-32111, CVE-2022-32189, CVE-2022-41717, CVE-2023-0778",6.6,AV:N/AC:H/Au:S/C:C/I:C/A:N,5.2,E:POC/RL:OF/RC:C,6.8,AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N,6.1,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the RHSA-2023:2758 advisory.

  - Acceptance of some invalid Transfer-Encoding headers in the HTTP/1 client in net/http before Go 1.17.12     and Go 1.18.4 allows HTTP request smuggling if combined with an intermediate server that also improperly     fails to reject the header as invalid. (CVE-2022-1705)

  - Uncontrolled recursion in the Parse functions in go/parser before Go 1.17.12 and Go 1.18.4 allow an     attacker to cause a panic due to stack exhaustion via deeply nested types or declarations. (CVE-2022-1962)

  - In net/http in Go before 1.18.6 and 1.19.x before 1.19.1, attackers can cause a denial of service because     an HTTP/2 connection can hang during closing if shutdown were preempted by a fatal error. (CVE-2022-27664)

  - Uncontrolled recursion in Decoder.Skip in encoding/xml before Go 1.17.12 and Go 1.18.4 allows an attacker     to cause a panic due to stack exhaustion via a deeply nested XML document. (CVE-2022-28131)

  - Non-random values for ticket_age_add in session tickets in crypto/tls before Go 1.17.11 and Go 1.18.3     allow an attacker that can observe TLS handshakes to correlate successive connections by comparing ticket     ages during session resumption. (CVE-2022-30629)

  - Uncontrolled recursion in Glob in io/fs before Go 1.17.12 and Go 1.18.4 allows an attacker to cause a     panic due to stack exhaustion via a path which contains a large number of path separators.
    (CVE-2022-30630)

  - Uncontrolled recursion in Reader.Read in compress/gzip before Go 1.17.12 and Go 1.18.4 allows an attacker     to cause a panic due to stack exhaustion via an archive containing a large number of concatenated 0-length     compressed files. (CVE-2022-30631)

  - Uncontrolled recursion in Glob in path/filepath before Go 1.17.12 and Go 1.18.4 allows an attacker to     cause a panic due to stack exhaustion via a path containing a large number of path separators.
    (CVE-2022-30632)

  - Uncontrolled recursion in Unmarshal in encoding/xml before Go 1.17.12 and Go 1.18.4 allows an attacker to     cause a panic due to stack exhaustion via unmarshalling an XML document into a Go struct which has a     nested field that uses the 'any' field tag. (CVE-2022-30633)

  - Uncontrolled recursion in Decoder.Decode in encoding/gob before Go 1.17.12 and Go 1.18.4 allows an     attacker to cause a panic due to stack exhaustion via a message which contains deeply nested structures.
    (CVE-2022-30635)

  - Improper exposure of client IP addresses in net/http before Go 1.17.12 and Go 1.18.4 can be triggered by     calling httputil.ReverseProxy.ServeHTTP with a Request.Header map containing a nil value for the     X-Forwarded-For header, which causes ReverseProxy to set the client IP as the value of the X-Forwarded-For     header. (CVE-2022-32111)

  - A too-short encoded message can cause a panic in Float.GobDecode and Rat GobDecode in math/big in Go     before 1.17.13 and 1.18.5, potentially allowing a denial of service. (CVE-2022-32189)

  - An attacker can cause excessive memory growth in a Go server accepting HTTP/2 requests. HTTP/2 server     connections contain a cache of HTTP header keys sent by the client. While the total number of entries in     this cache is capped, an attacker sending very large keys can cause the server to allocate approximately     64 MiB per open connection. (CVE-2022-41717)

  - A Time-of-check Time-of-use (TOCTOU) flaw was found in podman. This issue may allow a malicious user to     replace a normal file in a volume with a symlink while exporting the volume, allowing for access to     arbitrary files on the host file system. (CVE-2023-0778)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : container-tools:rhel8 (RHSA-2023:2758),2023-05-16 00:00:00+00:00,1.1,"https://access.redhat.com/security/cve/CVE-2022-1705, https://access.redhat.com/security/cve/CVE-2022-1962, https://access.redhat.com/security/cve/CVE-2022-27664, https://access.redhat.com/security/cve/CVE-2022-28131, https://access.redhat.com/security/cve/CVE-2022-30629, https://access.redhat.com/security/cve/CVE-2022-30630, https://access.redhat.com/security/cve/CVE-2022-30631, https://access.redhat.com/security/cve/CVE-2022-30632, https://access.redhat.com/security/cve/CVE-2022-30633, https://access.redhat.com/security/cve/CVE-2022-30635, https://access.redhat.com/security/cve/CVE-2022-32111, https://access.redhat.com/security/cve/CVE-2022-32189, https://access.redhat.com/security/cve/CVE-2022-41717, https://access.redhat.com/security/cve/CVE-2023-0778, https://access.redhat.com/errata/RHSA-2023:2758",Update the affected packages.,False,5.2,UNPROVEN,VERY_LOW,,,No recorded events,5.2,2022-06-07 00:00:00+00:00,2023-11-14T03:50:26.424Z,123e13f4-3477-4e52-be85-67bec9a8d88f,2023-11-14T03:50:26.424Z,,NONE,Medium,FIXED,176146
161015,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdbpc088fpp0883,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2021-3634,4.0,AV:N/AC:L/Au:S/C:N/I:N/A:P,3.0,E:U/RL:OF/RC:C,6.5,AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,5.7,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2022:2031 advisory.

  - libssh: possible heap-based buffer overflow when rekeying (CVE-2021-3634)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : libssh (RHSA-2022:2031),2022-05-10 00:00:00+00:00,1.7,"https://access.redhat.com/security/cve/CVE-2021-3634, https://access.redhat.com/errata/RHSA-2022:2031, https://bugzilla.redhat.com/1978810","Update the affected libssh, libssh-config and / or libssh-devel packages.",False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,4.4,2021-08-31 00:00:00+00:00,2023-11-14T03:50:26.424Z,13c196bb-4dc0-405a-8706-9654bd102ed2,2023-11-22T18:12:41.223Z,,NONE,Medium,FIXED,161015
150293,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdbpc088fpp0885,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2021-3560,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,6.3,E:H/RL:OF/RC:C,7.8,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.5,E:H/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2021:2238 advisory.

  - polkit: local privilege escalation using polkit_system_bus_name_get_creds_sync() (CVE-2021-3560)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",AVAILABLE,True,False,Red Hat Local Security Checks,False,RHEL 8 : polkit (RHSA-2021:2238),2021-06-03 00:00:00+00:00,1.13,"https://access.redhat.com/security/cve/CVE-2021-3560, https://access.redhat.com/errata/RHSA-2021:2238, https://bugzilla.redhat.com/1961710",Update the affected packages.,False,5.9,HIGH,VERY_LOW,,,No recorded events,9.2,2021-06-03 00:00:00+00:00,2023-11-14T03:50:26.424Z,1592510c-8f16-463a-94c2-2559f30a785f,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,150293
184200,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdbpc088fpp0887,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2023-3972,6.8,AV:L/AC:L/Au:S/C:C/I:C/A:C,5.0,E:U/RL:OF/RC:C,7.8,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.8,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has a package installed that is affected by a vulnerability as referenced in the RHSA-2023:6283 advisory.

  - A vulnerability was found in insights-client. This security issue occurs because of insecure file     operations or unsafe handling of temporary files and directories that lead to local privilege escalation.
    Before the insights-client has been registered on the system by root, an unprivileged local user or     attacker could create the /var/tmp/insights-client directory (owning the directory with read, write, and     execute permissions) on the system. After the insights-client is registered by root, an attacker could     then control the directory content that insights are using by putting malicious scripts into it and     executing arbitrary code as root (trivially bypassing SELinux protections because insights processes are     allowed to disable SELinux system-wide). (CVE-2023-3972)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : insights-client (RHSA-2023:6283),2023-11-02 00:00:00+00:00,1.2,"https://access.redhat.com/security/cve/CVE-2023-3972, https://access.redhat.com/errata/RHSA-2023:6283",Update the affected insights-client package.,False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,6.7,2023-11-01 00:00:00+00:00,2023-11-14T03:50:26.424Z,15e25fef-ceba-4801-8f42-d755abf5761f,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,184200
149713,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdbtb088del006,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2020-27778,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,3.9,E:POC/RL:OF/RC:C,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.7,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2021:1881 advisory.

  - poppler: pdftohtml: access to uninitialized pointer could lead to DoS (CVE-2020-27778)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : poppler and evince (RHSA-2021:1881),2021-05-18 00:00:00+00:00,1.9,"https://access.redhat.com/errata/RHSA-2021:1881, https://access.redhat.com/security/cve/CVE-2020-27778, https://bugzilla.redhat.com/1900712",Update the affected packages.,False,3.6,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,4.4,2020-12-03 00:00:00+00:00,2023-11-14T03:50:26.424Z,16dd6396-fff2-43a2-846f-9dcd58deb123,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,149713
142442,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdepc088xad88000,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2019-17546,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,5.0,E:U/RL:OF/RC:C,8.8,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.7,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2020:4634 advisory.

  - libtiff: integer overflow leading to heap-based buffer overflow in tif_getimage.c (CVE-2019-17546)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : libtiff (RHSA-2020:4634),2020-11-04 00:00:00+00:00,1.9,"https://access.redhat.com/security/cve/CVE-2019-17546, https://access.redhat.com/errata/RHSA-2020:4634, https://bugzilla.redhat.com/1765705","Update the affected libtiff, libtiff-devel and / or libtiff-tools packages.",False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,5.9,2019-10-14 00:00:00+00:00,2023-11-14T03:50:26.424Z,173d03f2-75a1-48a2-b1b5-fab3da9172ca,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,142442
149711,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avdicd088vfc003,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2021-25215,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,3.7,E:U/RL:OF/RC:C,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2021:1989 advisory.

  - bind: An assertion check can fail while answering queries for DNAME records that require the DNAME to be     processed to resolve itself (CVE-2021-25215)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : bind (RHSA-2021:1989),2021-05-18 00:00:00+00:00,1.9,"https://access.redhat.com/security/cve/CVE-2021-25215, https://access.redhat.com/errata/RHSA-2021:1989, https://bugzilla.redhat.com/1953857",Update the affected packages.,False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,3.6,2021-04-28 00:00:00+00:00,2023-11-14T03:50:26.424Z,17cb1aec-6c88-4552-8f41-5ffb932c3a33,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,149711
185697,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,xcd0088,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2023-23931,6.4,AV:N/AC:L/Au:N/C:N/I:P/A:P,5.0,E:POC/RL:OF/RC:C,6.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,5.9,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has a package installed that is affected by a vulnerability as referenced in the RHSA-2023:7096 advisory.

  - cryptography is a package designed to expose cryptographic primitives and recipes to Python developers. In     affected versions `Cipher.update_into` would accept Python objects which implement the buffer protocol,     but provide only immutable buffers. This would allow immutable objects (such as `bytes`) to be mutated,     thus violating fundamental rules of Python and resulting in corrupted output. This now correctly raises an     exception. This issue has been present since `update_into` was originally introduced in cryptography 1.8.
    (CVE-2023-23931)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : python-cryptography (RHSA-2023:7096),2023-11-14 00:00:00+00:00,1.0,"https://access.redhat.com/security/cve/CVE-2023-23931, https://access.redhat.com/errata/RHSA-2023:7096",Update the affected python3-cryptography package.,False,2.5,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,3.3,2023-02-07 00:00:00+00:00,2023-11-22T18:12:41.223Z,17d69049-ed16-467c-b88e-8bc12c337f3d,2023-11-22T18:12:41.223Z,,NONE,Medium,FIXED,185697
168324,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,vvsdcvv088ctx6888,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2022-42898,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,7.0,E:POC/RL:OF/RC:C,8.8,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.9,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2022:8638 advisory.

  - krb5: integer overflow vulnerabilities in PAC parsing (CVE-2022-42898)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : krb5 (RHSA-2022:8638),2022-11-28 00:00:00+00:00,1.7,"https://access.redhat.com/security/cve/CVE-2022-42898, https://access.redhat.com/errata/RHSA-2022:8638, https://bugzilla.redhat.com/2140960",Update the affected packages.,False,5.9,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,6.7,2022-11-15 00:00:00+00:00,2023-11-14T03:50:26.424Z,199b844b-aaa4-41b0-a480-55135ec049ae,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,168324
149714,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,vvsdcvv088ctx6888,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2021-20201,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,3.9,E:POC/RL:OF/RC:C,5.3,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,4.8,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2021:1924 advisory.

  - spice: Client initiated renegotiation denial of service (CVE-2021-20201)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : spice (RHSA-2021:1924),2021-05-18 00:00:00+00:00,1.9,"https://access.redhat.com/security/cve/CVE-2021-20201, https://access.redhat.com/errata/RHSA-2021:1924, https://bugzilla.redhat.com/1921846",Update the affected spice-server and / or spice-server-devel packages.,False,1.4,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,2.2,2021-05-18 00:00:00+00:00,2023-11-14T03:50:26.424Z,1a47863c-1348-45cb-ac31-0cbf8f425854,2023-11-22T18:12:41.223Z,,NONE,Medium,FIXED,149714
155146,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,vvsDCVv088CTX694,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2021-3565,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,3.2,E:U/RL:OF/RC:C,5.9,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.2,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has a package installed that is affected by a vulnerability as referenced in the RHSA-2021:4413 advisory.

  - tpm2-tools: fixed AES wrapping key in tpm2_import (CVE-2021-3565)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : tpm2-tools (RHSA-2021:4413),2021-11-09 00:00:00+00:00,1.6,"https://access.redhat.com/security/cve/CVE-2021-3565, https://access.redhat.com/errata/RHSA-2021:4413, https://bugzilla.redhat.com/1964427",Update the affected tpm2-tools package.,False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,3.6,2021-06-04 00:00:00+00:00,2023-11-22T18:12:41.223Z,1b456af3-a5db-43d2-8330-2ed76cfe2a99,2023-11-22T18:12:41.223Z,,NONE,Medium,FIXED,155146
162646,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,vvsdcvv088ctx6988,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2022-1215,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,5.3,E:U/RL:OF/RC:C,7.8,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.8,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2022:5331 advisory.

  - libinput: format string vulnerability may lead to privilege escalation (CVE-2022-1215)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : libinput (RHSA-2022:5331),2022-06-30 00:00:00+00:00,1.6,"https://access.redhat.com/security/cve/CVE-2022-1215, https://access.redhat.com/errata/RHSA-2022:5331, https://bugzilla.redhat.com/2074952","Update the affected libinput, libinput-devel and / or libinput-utils packages.",False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,6.7,2022-06-02 00:00:00+00:00,2023-11-14T03:50:26.424Z,1b88d94f-1f61-42ed-98d9-2ea7e01950b6,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,162646
171727,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,vvsdcvv088ctx6988,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2022-40897,5.4,AV:N/AC:H/Au:N/C:N/I:N/A:C,4.2,E:POC/RL:OF/RC:C,5.9,AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,5.3,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2023:0835 advisory.

  - Python Packaging Authority (PyPA) setuptools before 65.5.1 allows remote attackers to cause a denial of     service via HTML in a crafted package or custom PackageIndex page. There is a Regular Expression Denial of     Service (ReDoS) in package_index.py. (CVE-2022-40897)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : python-setuptools (RHSA-2023:0835),2023-02-21 00:00:00+00:00,1.2,"https://access.redhat.com/security/cve/CVE-2022-40897, https://access.redhat.com/errata/RHSA-2023:0835","Update the affected platform-python-setuptools, python3-setuptools and / or python3-setuptools-wheel packages.",False,3.6,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,4.4,2022-12-13 00:00:00+00:00,2023-11-14T03:50:26.424Z,1dbb2247-cbef-42d6-8c62-4e50c9b25a0e,2023-11-22T18:12:41.223Z,,NONE,Medium,FIXED,171727
